loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date_year,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,isDefault,issue_date_month,issue_date_day
4699,4699,1,3,1,2,B,4,9,9,1,0,2016,0,503,8,0,1,2,1,12,2,1,0,3,0,0,490,0,1,6,0,8,17,11,0,0,0,0,6,1
6202,6202,1,3,0,1,B,4,11,7,1,0,2014,0,32,21,0,4,0,0,7,0,0,0,3,0,0,256,0,1,2,0,12,9,8,0,6037,0,0,11,1
5304,5304,1,3,0,2,A,4,12,9,0,1,2015,0,329,18,0,0,2,1,3,0,0,0,4,1,0,266,0,1,2,0,3,9,4,2,6639,0,0,3,1
5025,5025,0,3,1,0,C,1,2,9,0,1,2014,0,31,2,0,2,0,0,10,0,0,0,1,1,0,246,0,1,3,0,5,24,17,3,1516,0,0,11,1
4081,4081,3,5,2,2,E,2,11,3,0,1,2015,0,122,9,0,0,2,1,15,0,0,0,3,1,0,322,0,1,11,0,8,22,18,0,0,0,0,9,1
7214,7214,0,3,2,0,D,4,8,9,1,1,2014,0,38,21,0,0,3,3,7,0,0,0,1,0,0,181,0,1,4,0,4,21,14,0,0,0,0,11,1
4661,4661,1,3,1,1,C,4,11,8,1,1,2012,0,35,14,0,0,2,1,10,0,0,0,2,1,0,248,38,1,5,0,8,14,8,3,4144,0,0,6,1
5176,5176,0,3,0,0,A,2,1,9,0,0,2016,4,311,2,0,0,0,1,7,3,3,0,1,0,0,324,2,1,3,0,10,13,6,0,0,0,0,3,1
8209,8209,0,3,2,0,D,1,4,9,1,1,2015,0,361,8,0,0,2,1,7,0,0,0,0,0,0,234,0,1,3,0,2,6,3,0,0,0,0,8,1
3170,3170,0,3,1,0,B,2,6,10,1,0,2017,9,313,43,0,0,0,0,7,1,1,0,2,0,0,259,10,1,4,0,6,11,6,3,104,0,0,6,1
4860,4860,0,3,1,0,C,4,12,7,1,1,2015,0,4,3,0,0,2,2,3,0,0,0,2,0,0,313,0,1,2,0,4,6,3,3,252,0,0,5,1
4451,4451,1,5,2,1,E,2,5,9,0,1,2015,2,56,8,0,0,0,1,11,1,0,0,1,1,0,308,5,1,5,0,14,14,11,5,4149,0,0,8,1
4257,4257,1,3,0,1,A,2,12,8,1,1,2014,4,143,8,0,0,1,2,8,0,0,0,2,0,0,464,4,1,4,0,11,10,4,0,0,0,0,7,1
6769,6769,2,5,2,2,E,1,9,9,0,1,2015,0,130,33,0,0,3,3,9,0,0,0,3,0,0,339,0,1,6,0,3,13,11,0,0,0,0,10,1
4785,4785,2,3,1,2,B,4,6,0,1,0,2016,4,188,23,0,0,2,2,28,0,0,0,1,1,0,435,4,1,10,0,12,21,18,0,6329,0,0,11,1
5079,5079,0,3,0,0,A,2,4,9,1,0,2016,5,4,3,0,0,3,2,14,0,0,0,0,1,0,302,6,1,6,0,4,14,10,0,1048,0,0,4,1
5038,5038,0,3,1,0,B,2,9,10,0,1,2017,2,166,8,0,0,2,2,10,0,0,0,2,0,0,417,5,1,4,0,4,12,5,3,120,0,0,7,1
5033,5033,1,3,1,1,C,4,11,9,1,1,2016,2,29,19,0,0,3,2,8,8,3,0,0,0,0,206,5,1,3,0,5,9,4,3,6615,0,0,7,1
7532,7532,0,3,1,0,D,2,6,2,0,0,2015,0,588,4,0,0,2,2,8,0,0,0,1,1,0,467,0,1,6,0,2,11,6,0,0,0,0,10,1
7150,7150,0,3,1,0,C,2,12,0,1,1,2015,5,469,27,0,0,2,2,8,0,0,0,3,0,0,254,6,1,5,0,8,8,3,0,1825,0,0,8,1
8083,8083,1,3,1,1,C,2,4,0,1,1,2013,0,140,8,0,0,1,1,26,1,0,0,2,0,0,347,299,1,18,0,9,27,20,3,4758,0,0,11,1
5776,5776,0,3,0,0,A,4,4,8,0,0,2011,5,176,3,0,0,3,2,10,0,0,0,3,1,0,338,2079,1,5,0,8,14,8,0,0,0,0,10,1
4767,4767,0,3,1,0,C,4,12,0,0,0,2015,0,195,38,0,0,0,0,4,0,0,0,4,1,0,350,0,1,2,0,3,5,1,0,0,0,0,4,1
5866,5866,2,5,2,2,D,4,12,5,0,1,2015,2,453,14,0,0,2,2,37,0,0,0,1,1,0,375,5,1,26,0,24,32,14,0,0,0,0,5,1
5245,5245,0,3,1,0,C,4,13,9,0,1,2017,0,271,35,0,0,1,1,12,0,0,0,1,0,0,200,0,1,6,0,4,14,7,0,0,0,0,1,1
4350,4350,0,5,2,0,E,4,7,10,0,1,2014,0,249,36,0,9,2,2,14,0,0,0,4,1,0,381,0,1,1,0,26,11,8,4,264,0,0,6,1
5037,5037,1,3,0,1,A,2,2,7,0,0,2014,4,47,17,0,0,4,3,8,0,0,0,1,0,0,257,4,1,3,0,6,5,5,2,2346,0,0,7,1
4169,4169,0,3,2,1,E,2,11,9,1,0,2014,0,230,2,0,0,1,2,6,0,0,0,2,0,0,161,0,1,2,0,6,4,3,3,2741,0,0,7,1
5384,5384,1,5,1,0,C,4,6,9,0,0,2017,2,0,0,0,2,2,2,16,0,0,0,1,0,0,357,5,1,7,0,6,22,10,0,4950,0,0,8,1
4810,4810,0,3,1,0,C,4,4,1,1,0,2012,0,5,4,0,0,1,1,11,0,0,0,3,1,0,331,299,1,8,0,8,14,11,1,2490,0,0,10,1
6127,6127,1,3,0,1,A,1,10,9,1,0,2017,0,157,8,0,0,1,2,17,0,0,0,0,1,0,191,0,1,3,0,5,22,11,0,0,0,0,1,1
4571,4571,1,5,2,1,D,1,8,9,1,1,2014,0,523,13,0,0,0,1,4,2,0,0,3,0,0,375,0,1,2,0,5,5,2,4,2526,0,0,10,1
5724,5724,0,5,0,0,B,4,2,9,1,1,2012,5,427,21,0,0,0,1,11,0,0,0,1,1,0,345,63,1,7,0,2,13,7,1,1902,0,0,8,1
5861,5861,0,3,0,0,B,2,3,9,1,1,2016,0,521,24,0,0,2,2,10,1,0,0,2,0,0,322,2,1,6,0,25,10,4,0,0,0,0,5,1
6777,6777,0,3,0,0,B,2,11,2,1,1,2011,3,111,8,0,0,1,1,3,0,0,0,0,1,0,360,5132,1,5,0,8,14,8,2,419,0,0,8,1
6764,6764,2,5,2,1,E,4,10,5,0,1,2014,0,727,43,0,2,1,1,8,0,0,0,0,0,0,326,0,1,1,0,20,4,1,3,7851,0,0,10,1
6092,6092,1,3,0,2,A,2,12,9,0,0,2017,0,64,14,0,0,0,0,8,0,0,0,0,0,0,300,0,1,2,0,5,6,5,0,0,0,0,7,1
4318,4318,1,3,1,1,B,2,12,4,0,0,2013,0,453,14,0,0,0,1,8,0,0,0,3,1,0,344,2959,1,3,0,5,7,4,3,619,0,0,4,1
4444,4444,0,3,1,1,C,2,0,9,0,1,2017,0,161,14,0,0,0,0,9,0,0,0,2,0,0,290,0,1,4,0,15,16,4,1,3947,0,0,5,1
4740,4740,0,3,1,0,D,3,11,9,1,0,2014,4,439,0,0,0,0,0,6,0,0,0,3,0,0,269,4,1,5,0,1,6,4,3,2334,0,0,10,1
4418,4418,1,3,1,1,C,2,0,9,1,1,2015,0,208,28,0,0,1,0,6,0,0,0,3,1,0,252,0,1,2,0,13,2,1,3,61,0,0,5,1
4648,4648,4,5,3,3,E,0,4,2,0,1,2016,0,181,42,0,0,1,1,15,0,0,0,2,0,0,355,0,1,6,0,27,15,5,0,0,0,0,6,1
6323,6323,2,3,1,2,D,3,2,2,0,0,2010,2,129,30,0,0,2,1,14,0,0,0,2,1,0,244,16667,1,5,0,8,14,8,0,0,0,0,1,1
6224,6224,0,3,1,1,C,3,12,0,1,1,2015,0,191,5,0,0,2,1,17,0,0,0,1,0,0,322,0,1,4,0,35,5,2,1,3217,0,0,6,1
7392,7392,4,3,1,3,C,1,10,6,0,1,2017,0,455,13,0,0,2,2,11,0,0,0,4,0,0,243,0,1,7,0,10,9,5,0,0,0,0,8,1
4701,4701,2,5,2,1,C,5,4,9,0,1,2012,0,123,12,0,0,0,0,11,0,0,0,3,1,0,339,2001,1,10,0,7,16,14,3,2276,0,0,9,1
7357,7357,0,3,0,0,A,2,7,9,0,0,2015,0,31,2,0,1,0,0,20,0,0,0,3,0,0,206,0,1,6,0,21,17,7,3,2179,0,0,7,1
5891,5891,4,5,1,2,D,2,12,8,1,1,2015,0,51,13,0,1,3,2,21,0,0,0,2,0,0,516,0,1,10,0,6,29,15,3,2985,0,0,10,1
4657,4657,2,3,1,2,C,2,1,9,1,1,2013,4,89,3,0,2,2,1,23,0,0,0,2,1,0,500,4,1,18,0,4,42,31,1,3541,0,0,12,1
6155,6155,0,3,1,1,B,2,5,4,1,1,2015,0,408,14,0,0,1,1,3,0,0,0,4,0,0,310,0,1,2,0,7,6,4,3,4181,0,0,11,1
4774,4774,1,3,0,1,A,2,2,1,0,0,2012,2,16,5,0,0,3,2,5,0,0,0,0,1,0,237,664,1,1,0,6,5,5,0,0,0,0,12,1
4734,4734,1,5,2,1,E,2,1,9,0,1,2015,0,495,14,0,0,1,1,3,0,0,0,2,0,0,261,0,1,1,0,14,2,2,0,0,0,0,12,1
5117,5117,1,3,0,1,A,2,4,8,0,1,2014,4,460,27,0,0,1,1,10,0,0,0,1,1,0,273,4,1,4,0,7,5,4,2,2663,0,0,1,1
4645,4645,2,3,0,3,B,3,2,9,0,1,2017,0,4,3,0,0,3,2,15,0,0,0,1,1,0,500,0,1,5,0,4,17,8,1,5966,0,0,4,1
4633,4633,1,3,1,1,B,4,3,4,1,1,2014,4,109,21,0,0,1,0,8,0,0,0,4,0,0,340,4,1,6,0,3,14,12,0,0,0,0,6,1
4613,4613,0,3,1,0,B,3,10,9,0,1,2017,0,184,26,0,0,2,3,18,1,1,0,1,0,0,178,0,1,4,0,11,16,8,2,217,0,0,9,1
4433,4433,1,3,1,1,B,4,4,2,0,1,2014,0,167,8,0,0,1,1,9,1,1,0,2,1,0,233,0,1,8,0,6,27,14,1,2535,0,0,2,1
5023,5023,1,5,2,1,F,2,12,9,1,1,2016,0,774,7,0,0,1,1,8,0,0,0,2,0,0,229,0,1,6,0,5,8,5,0,0,0,0,1,1
4320,4320,1,5,1,1,D,3,7,3,0,0,2016,0,526,20,0,0,2,1,6,0,0,0,4,1,0,285,0,1,4,0,12,7,3,0,0,0,0,1,1
4303,4303,0,3,0,1,B,2,12,9,1,1,2016,4,480,8,0,0,1,1,3,0,0,0,3,1,0,467,4,1,2,0,1,3,1,0,0,0,0,9,1
6286,6286,3,5,1,2,B,3,3,0,0,1,2013,0,4,3,0,0,3,3,11,0,0,0,1,1,0,226,0,1,4,0,4,26,18,5,2173,0,0,7,1
7237,7237,0,3,1,0,D,2,2,9,1,0,2015,3,244,14,0,0,3,2,6,0,0,0,4,1,0,241,3,1,2,0,8,15,7,3,291,0,0,6,1
3770,3770,0,3,1,1,D,4,8,3,1,0,2013,4,196,14,0,0,0,0,10,0,0,0,3,0,0,227,24054,1,7,0,6,9,5,0,0,0,0,9,1
4572,4572,3,3,0,2,B,5,0,0,1,0,2017,0,225,18,0,0,3,3,20,0,0,0,0,1,0,329,0,1,7,0,5,25,13,3,7936,2,0,5,1
5805,5805,2,3,2,2,D,2,4,9,0,1,2015,4,456,21,0,4,0,0,7,0,0,0,4,1,0,490,4,1,5,0,12,36,26,0,0,0,0,1,1
5017,5017,2,3,0,2,A,1,12,9,0,1,2014,4,107,30,0,0,1,1,4,0,0,0,3,0,0,223,4,1,4,0,2,6,4,3,9158,0,0,10,1
5904,5904,2,3,1,1,B,1,2,3,0,1,2017,0,145,8,0,1,0,0,9,0,0,0,2,0,0,310,0,1,5,0,9,8,4,2,8839,1,0,3,1
4728,4728,0,3,0,0,B,3,12,9,0,0,2015,0,266,31,0,0,0,1,9,0,0,0,1,1,0,436,0,1,2,0,10,11,6,3,1656,0,0,2,1
4104,4104,1,5,1,0,B,2,6,9,1,0,2014,0,53,19,0,1,1,0,13,0,0,0,1,1,0,250,0,1,6,0,17,21,12,3,191,0,0,7,1
5603,5603,2,3,1,2,C,0,12,3,1,1,2014,0,221,8,0,0,0,1,17,0,0,0,1,1,0,222,0,1,7,0,2,14,14,3,2011,0,0,8,1
5387,5387,1,5,3,0,E,2,2,9,0,1,2016,2,355,18,0,1,1,1,8,0,0,0,3,0,0,441,5,1,4,0,16,11,8,5,4376,0,0,1,1
4398,4398,2,3,1,1,B,2,5,10,1,1,2013,0,184,26,0,0,0,0,17,0,0,0,2,0,0,222,23511,1,12,0,25,20,8,0,1364,0,0,12,1
4892,4892,0,3,0,0,B,5,12,9,1,1,2017,0,708,13,0,0,2,1,9,0,0,0,2,0,0,263,0,1,7,0,6,11,7,0,0,0,0,10,1
4929,4929,1,5,3,0,E,3,2,9,1,1,2012,0,476,5,0,0,0,0,15,0,0,0,1,1,0,282,106,1,5,0,8,14,8,3,2309,0,0,5,1
3970,3970,0,3,1,0,B,2,12,1,1,1,2013,0,99,8,0,0,1,1,10,1,1,0,2,0,0,229,858,1,8,0,8,16,12,0,0,0,0,12,1
8968,8968,1,5,1,1,C,1,5,0,1,0,2015,0,591,40,0,0,0,1,13,0,0,0,2,1,0,221,0,1,4,0,15,15,6,0,0,0,0,10,1
4056,4056,1,5,3,1,D,2,4,0,1,1,2016,0,301,21,0,0,1,2,32,1,0,0,2,0,0,436,0,1,5,0,39,20,10,0,5063,0,0,11,1
5439,5439,0,3,1,0,B,4,7,9,1,0,2016,4,396,7,0,0,1,1,20,0,0,0,0,1,0,275,4,1,10,0,4,22,10,3,2649,0,0,3,1
4791,4791,0,3,0,0,A,2,5,10,0,0,2011,0,533,15,0,0,2,1,15,0,0,0,1,1,0,362,1379,1,5,0,8,14,8,3,349,0,0,3,1
6854,6854,0,3,0,0,A,5,13,0,1,0,2013,4,463,48,0,0,0,0,9,0,0,0,1,1,0,359,4,1,3,0,5,13,1,2,2607,0,0,12,1
5013,5013,1,5,2,1,D,2,8,2,1,1,2014,0,741,13,0,0,2,3,17,0,0,0,3,0,0,308,0,1,9,0,13,15,5,0,0,0,0,9,1
5781,5781,1,5,1,1,C,4,11,9,0,1,2013,5,200,22,0,0,2,1,13,0,0,0,0,1,0,169,36926,1,2,0,5,15,8,1,554,0,0,7,1
4592,4592,2,3,1,3,C,2,4,3,0,1,2013,0,197,4,0,0,0,0,7,0,0,0,3,1,0,454,70,1,5,0,5,8,4,3,10347,0,0,5,1
4653,4653,1,3,0,1,A,1,11,7,1,0,2014,0,79,2,0,1,1,1,3,0,0,0,2,0,0,217,0,1,3,0,7,4,4,0,0,0,0,7,1
5844,5844,0,3,0,0,A,4,4,9,1,0,2017,4,499,13,0,0,4,4,17,0,0,0,0,0,0,216,4,1,7,0,1,31,19,0,0,0,0,5,1
4976,4976,0,3,2,0,D,4,2,7,0,1,2016,0,113,22,0,0,1,0,13,0,0,0,2,0,0,184,0,1,8,0,8,15,6,3,2139,0,0,6,1
4561,4561,3,5,2,3,E,2,8,9,0,1,2012,0,331,8,0,0,0,1,13,0,0,0,2,1,0,195,0,1,5,0,8,14,8,5,15535,4,0,3,1
5602,5602,1,3,1,1,D,2,3,9,1,1,2017,4,595,23,0,0,0,0,14,0,0,0,3,0,0,352,4,1,12,0,2,14,11,3,6885,1,0,7,1
4527,4527,1,5,1,1,D,2,12,1,1,1,2016,0,309,30,0,0,1,1,5,0,0,0,1,0,0,350,0,1,2,0,6,6,6,0,0,0,0,6,1
5694,5694,1,5,1,1,C,5,9,1,0,1,2017,0,476,5,0,0,0,1,11,0,0,0,1,0,0,343,0,1,8,0,12,13,8,0,4802,1,0,9,1
5462,5462,1,5,1,0,B,4,2,1,1,1,2013,0,447,30,0,0,2,3,9,0,0,0,0,1,0,293,25511,1,3,0,2,11,6,0,0,0,0,11,1
4841,4841,0,3,1,0,B,4,3,9,1,0,2014,4,62,13,0,0,0,0,8,0,0,0,1,0,0,268,4,1,6,0,0,9,3,2,1523,0,0,7,1
4548,4548,0,3,1,0,C,5,10,0,0,1,2018,9,340,14,0,0,2,2,7,0,0,0,1,1,0,214,10,1,3,0,3,10,4,0,0,0,0,6,1
4685,4685,2,3,0,2,B,4,12,9,0,1,2014,4,371,7,0,0,2,1,9,0,0,0,3,1,0,213,4,1,6,0,11,19,9,3,279,0,0,10,1
3280,3280,0,3,2,0,C,5,4,9,1,0,2013,4,313,43,0,0,2,2,9,1,1,0,1,1,0,207,1158,1,3,0,2,15,12,0,0,0,0,6,1
6692,6692,0,3,1,1,B,2,8,9,1,1,2016,4,582,14,0,0,1,1,6,0,0,0,0,0,0,347,4,1,0,0,3,11,5,0,4637,0,0,2,1
4532,4532,0,3,1,0,C,3,2,6,0,1,2015,4,189,9,0,0,0,0,16,0,0,0,2,1,0,205,4,1,6,0,16,25,9,3,2138,0,0,4,1
4849,4849,2,5,2,2,D,2,6,9,0,0,2015,0,166,8,0,0,3,3,22,0,0,0,1,0,0,321,0,1,11,0,10,32,23,0,8558,1,0,8,1
5045,5045,0,3,1,0,C,4,4,6,1,0,2014,4,441,9,0,0,0,0,10,1,0,0,2,1,0,232,4,1,5,0,8,9,8,3,371,0,0,4,1
4524,4524,3,3,1,2,C,2,11,9,1,0,2016,0,104,23,0,0,1,1,6,1,0,0,2,1,0,186,0,1,1,0,7,6,5,0,0,0,0,1,1
4086,4086,1,5,0,1,B,2,7,2,1,0,2016,4,19,14,0,0,0,1,10,0,0,0,1,0,0,199,4,1,10,0,0,21,20,1,2401,0,0,3,1
5001,5001,2,5,4,2,G,2,12,10,1,1,2014,5,156,18,0,0,0,0,16,0,0,0,3,1,0,194,6,1,8,0,6,15,8,0,203,0,0,8,1
4006,4006,1,5,2,0,E,2,12,4,1,1,2015,0,162,2,0,0,0,0,9,1,1,0,2,0,0,178,0,1,4,0,20,8,3,0,0,0,0,11,1
5224,5224,0,3,0,0,A,4,9,1,1,0,2015,4,289,16,0,2,1,1,3,0,0,0,1,1,0,190,4,1,1,0,9,9,4,3,835,0,0,2,1
4178,4178,3,3,1,3,C,4,2,4,0,1,2016,0,602,48,0,0,0,0,9,1,1,0,0,0,0,260,0,1,1,0,11,17,3,0,0,0,0,7,1
5221,5221,1,3,1,1,C,3,11,6,0,1,2015,4,4,3,0,0,0,1,27,1,0,0,2,0,0,219,4,1,13,0,22,19,9,0,0,0,0,12,1
2707,2707,2,3,0,1,A,5,4,2,0,1,2016,2,97,12,0,0,1,1,18,0,0,0,2,1,0,245,5,1,6,0,10,10,7,0,2568,0,0,7,1
5219,5219,2,5,2,2,E,3,12,6,1,1,2015,0,447,30,0,0,0,1,17,2,2,0,1,0,0,188,0,1,6,0,9,48,34,0,0,0,0,7,1
6134,6134,0,3,1,0,C,4,0,6,1,1,2017,6,696,15,0,1,0,0,4,1,1,0,0,0,0,500,7,1,2,0,7,9,5,0,0,0,0,1,1
3139,3139,1,5,1,0,B,2,6,0,0,1,2018,4,491,30,0,0,0,0,10,0,0,0,2,0,0,270,4,1,3,0,2,23,10,1,4820,0,0,1,1
3002,3002,3,5,2,2,D,4,8,7,1,1,2017,0,566,30,0,0,0,1,17,0,0,0,3,0,0,290,0,1,13,0,7,15,7,2,2325,0,0,1,1
7306,7306,1,3,1,1,C,4,8,7,1,0,2016,0,149,22,0,5,0,1,11,1,0,0,2,0,0,259,0,1,1,0,50,13,4,0,0,0,0,3,1
3727,3727,2,3,1,2,C,5,12,9,0,1,2016,0,328,3,0,0,0,0,14,0,0,0,2,0,0,334,0,1,8,0,8,21,17,0,0,0,0,11,1
5128,5128,3,5,2,2,E,2,4,9,0,1,2014,0,116,14,0,0,3,2,7,0,0,0,4,1,0,318,0,1,5,0,7,21,10,3,7113,1,0,2,1
5055,5055,0,3,0,0,B,2,11,7,0,1,2013,0,104,23,0,0,3,3,10,0,0,0,0,1,0,256,44860,1,3,0,6,18,15,0,0,0,0,4,1
4709,4709,0,5,2,0,D,1,13,6,0,1,2015,0,639,37,0,0,0,0,10,0,0,0,2,0,0,199,0,1,5,0,12,8,5,0,0,0,0,12,1
4264,4264,1,3,0,0,B,4,8,4,0,1,2015,0,232,13,0,0,2,2,10,0,0,0,2,1,0,290,0,1,4,0,23,15,9,3,917,0,0,5,1
5153,5153,1,5,2,1,E,2,9,10,0,1,2015,4,74,30,0,3,0,1,19,1,0,0,1,0,0,187,4,1,13,0,4,24,18,4,4794,0,0,7,1
4979,4979,1,3,0,1,A,2,6,7,1,1,2013,0,396,7,0,0,3,3,11,0,0,0,1,1,0,274,0,1,2,0,17,24,18,0,4056,0,0,11,1
5057,5057,0,3,0,0,A,0,13,10,1,0,2014,0,167,8,0,0,2,1,7,0,0,0,2,1,0,290,0,1,4,0,2,9,6,0,0,0,0,10,1
6425,6425,0,3,1,0,C,4,12,6,1,0,2015,3,147,26,0,1,2,2,13,0,0,0,2,0,0,214,3,1,8,0,12,11,4,0,0,0,0,7,1
4805,4805,0,3,1,0,B,4,7,9,0,1,2017,5,58,17,0,0,0,0,8,0,0,0,1,0,0,407,6,1,3,0,10,9,3,3,259,0,0,8,1
3264,3264,0,3,0,0,B,4,4,6,0,1,2016,0,410,8,0,0,1,1,7,1,1,0,2,1,0,225,0,1,5,0,1,7,0,3,840,0,0,8,1
5380,5380,0,3,1,1,C,5,8,9,1,1,2014,5,97,12,0,1,0,0,11,0,0,0,4,1,0,195,6,1,6,0,14,7,1,0,505,0,0,12,1
5255,5255,1,3,0,1,A,4,11,9,0,0,2016,0,31,2,0,1,0,1,8,0,0,0,0,0,0,294,0,1,4,0,8,7,5,0,0,0,0,4,1
4896,4896,0,3,1,0,B,2,2,9,0,0,2013,0,412,13,0,0,0,1,9,0,0,0,2,1,0,176,0,1,6,0,1,6,6,0,3530,0,0,9,1
5229,5229,0,3,1,0,B,2,12,7,1,0,2014,0,576,23,0,0,0,0,11,0,0,0,2,1,0,261,0,1,4,0,15,9,6,3,505,0,0,11,1
5160,5160,1,3,2,1,D,0,11,2,1,1,2016,4,171,8,0,0,2,2,9,0,0,0,2,1,0,305,4,1,3,0,5,4,3,0,0,0,0,11,1
5091,5091,1,3,0,1,A,2,10,3,1,0,2015,4,277,8,0,0,1,1,16,0,0,0,0,0,0,344,4,1,4,0,35,19,11,0,0,0,0,8,1
5105,5105,2,5,0,1,B,2,2,2,0,1,2015,0,97,12,0,0,3,3,23,0,0,0,1,0,0,285,0,1,13,0,5,28,14,0,0,0,0,6,1
5449,5449,0,3,0,1,A,4,3,9,1,0,2016,4,64,14,0,0,2,2,7,0,0,0,3,0,0,278,4,1,6,0,3,9,4,0,0,0,0,3,1
4538,4538,2,5,2,2,E,2,10,2,1,1,2014,4,4,3,0,0,1,2,13,0,0,0,4,1,0,177,4,1,6,0,5,22,13,5,12857,1,0,9,1
